film_id,film_name,duration,category,language,year,rating
57240,The King of Jazz,98,musical,English,1930,NR
374267,King of the Zombies,67,mystery & suspense,English,1941,NR
1206347,King Rat,134,drama,English,1965,NR
460122,King Solomon's Mines,102,action/adventure,English,1950,NR
1206717,King of the Turf,88,drama,English,1939,NR
20770462,Kings Point,30,documentary,English,2012,NR
125549,Kings Row,127,drama,English,1942,NR
14908700,The King's Speech,118,drama,English,2010,R
1211508,King of the Roaring Twenties,106,drama,English,1961,NR
4358091,Kinsey,118,drama,English,2004,R
32596,Kismet,100,action/adventure,English,1944,NR
25394,The kiss,89,drama,English,1929,NR
14546,Kiss Me Kate,109,musical,English,1953,NR
353631,Kiss of Death,101,crime drama,English,1995,R
53705,Kiss of the Spider Woman,119,drama,English,1985,R
1206876,Kisses for My President,113,comedy,English,1964,NR
7438203,The Kite Runner,127,drama,English,2007,PG-13
1206877,Kitty,103,drama,English,1945,NR
316433,Kitty Foyle,105,drama,English,1940,NR
21803414,American Hustle,138,drama,English,2013,R
21797077,One Chance,103,documentary,English,2013,PG-13
1206738,Klondike Fury,68,drama,English,1942,NR
492045,Klute,114,mystery & suspense,English,1971,R
1206369,Knickerbocker Holiday,85,musical,English,1944,NR
1206371,Knife in the Water,95,drama,English,1962,NR
225482,Knights of the Round Table,115,action/adventure,English,1954,NR
22468487,Knights of Badassdom,85,comedy,English,2014,R
1206372,Knock on Wood,103,comedy,English,1954,NR
18710451,Kokoda Front Line,0,documentary,English,1942,NR
1242141,Kolya,100,drama,English,1996,PG-13
20851827,Kon-Tiki,101,action/adventure,English,2012,PG-13
20851827,Kon-Tiki,101,action/adventure,English,2012,PG-13
18718592,Koryo Celadon,0,documentary,English,1979,NR
1206377,Kotch,113,comedy-drama,English,1971,PG
167983,"Krakatoa, East of Java",131,action/adventure,English,1969,G
167983,"Krakatoa, East of Java",131,action/adventure,English,1969,G
236279,Kramer vs. Kramer,104,drama,English,1979,PG
18784377,Kudzu,16,,English,1977,NR
18720903,Kukan,135,documentary,English,1941,NR
355145,Kundun,128,drama,English,1997,PG-13
8050888,Kung Fu Panda,92,comedy,English,2008,PG
18714202,Kung Fu Panda 2,91,comedy,English,2011,PG
1206748,Kwaidan,125,horror,English,1964,NR
125585,L.A. Confidential,136,mystery & suspense,English,1997,R
465050,The L-Shaped Room,125,drama,English,1962,NR
1206888,La cage aux folles,95,comedy,English,1978,R
201847,Postcards from the Edge,101,comedy-drama,English,1990,R
1210635,The Iron Crown,97,drama,English,1940,NR
3096032,La Cucaracha,96,drama,English,1998,R
1206890,La Dolce Vita,180,comedy-drama,English,1960,NR
22865113,Santa Switch,120,drama,English,2013,NR
18776502,2008 Olympics: Beijing 2008 Highlights - The Games,180,documentary,English,2008,NR
19636189,La guerre est finie,121,drama,English,1966,NR
287525,Luna,139,drama,English,1979,R
22452158,Pete's Christmas,120,comedy-drama,English,2013,PG
1206894,La ronde,97,comedy-drama,English,1950,NR
1219796,When Harry Met Sally...,95,comedy,English,1989,R
1212117,La Strada,98,drama,English,1954,NR
1206391,La Traviata,112,musical,English,1982,G
18779954,El placer de la venganza,92,other,English,1986,NR
18769709,La Verité,0,comedy,English,1922,NR
6796097,La vie en rose,140,drama,English,2007,PG-13
1201607,The Clay Pigeon,63,drama,English,1949,NR
12669783,Labor Day,111,drama,English,2013,PG-13
1223907,Lacombe Lucien,132,drama,English,1974,R
1212123,Ladies in Retirement,91,drama,English,1941,NR
1206767,Lady and Gent,80,drama,English,1932,NR
22009200,As I Lay Dying,110,drama,English,2013,R
177255,Lady Be Good,110,musical,English,1941,NR
1206410,The Lady Eve,94,comedy,English,1941,NR
214808,Lady for a Day,95,comedy,English,1933,NR
1207106,Lady in the Dark,100,musical,English,1944,NR
1236647,Lady in Waiting,89,mystery & suspense,English,1995,R
1206420,"Lady, Let's Dance",88,musical,English,1944,NR
1206783,The Lady Objects,62,drama,English,1938,NR
67142,Lady of Burlesque,91,mystery & suspense,English,1943,NR
27526,Lady of the Tropics,92,drama,English,1939,NR
1212146,Lady on a Train,93,mystery & suspense,English,1945,NR
19754,Lady Sings the Blues,144,drama,English,1972,R
37872,Ladyhawke,121,action/adventure,English,1985,PG-13
4135501,The Ladykillers,104,comedy,English,2004,R
3403481,Lagaan: Once Upon a Time In India,220,musical,English,2001,NR
3449404,Lalee's Kin: The Legacy of Cotton,89,documentary,English,2001,NR
18679375,The Last Lions,88,documentary,English,2011,PG
8170669,All the Boys Love Mandy Lane,93,horror,English,2006,R
18776694,The Land of Promise,0,other,English,1917,NR
1207127,The Landlord,113,comedy-drama,English,1970,PG
18702096,Justin Bieber: Never Say Never,105,documentary,English,2011,G
7194263,Lars and the Real Girl,106,comedy-drama,English,2007,PG-13
18721228,Las Madres: The Mothers of Plaza de Mayo,64,documentary,English,1986,NR
1212163,Las Vegas Nights,90,comedy,English,1941,NR
17479,Lassie Come Home,90,drama,English,1943,G
1206802,The Last Angry Man,100,drama,English,1959,NR
18790829,The Last Bomb,36,documentary,English,1945,NR
18720155,Last Breeze of Summer,30,,English,1991,NR
12373768,The Last Campaign of Governor Booth Gardner,37,documentary,English,2009,NR
18772718,The Last Command,88,drama,English,1928,NR
22081697,The Last Days on Mars,91,sci-fi,English,2013,R
483903,The Last Detail,103,comedy-drama,English,1973,R
1245314,The Last Emperor,219,drama,English,1987,PG-13
19729579,Das Geheimnis der kleinen Farm,117,drama,German,2007,NR
6208379,The Last King of Scotland,121,drama,English,2006,R
15703184,The Last Metro,128,drama,English,1980,NR
319418,The Last of Mrs. Cheyney,98,comedy,English,1937,NR
44484,The Last of the Mohicans,115,action/adventure,English,1992,R
44484,The Last of the Mohicans,115,action/adventure,English,1992,R
95863,The Last Picture Show,118,drama,English,1971,R
4039020,The Last Samurai,155,action/adventure,English,2003,R
13477422,The Last Station,110,drama,English,2009,R
433598,Last Summer,97,drama,English,1969,R
1212024,Last Tango in Paris,136,drama,English,1972,NC-17
53416,The Last Temptation of Christ,164,drama,English,1988,R
11865793,The Last Truck: The Closing of a GM Plant,40,documentary,English,2009,NR
69181,The Last Tycoon,122,drama,English,1976,PG
133788,The Last Voyage,91,drama,English,1960,NR
1214963,Last Year at Marienbad,94,drama,English,1961,NR
43756,The Late Show,94,mystery & suspense,English,1977,PG
1214349,Laughter,85,drama,English,1930,NR
412978,Laura,88,mystery & suspense,English,1944,NR
18694054,Lavatory Lovestory,10,other,English,2007,NR
207679,The Lavender Hill Mob,77,comedy,English,1951,NR
1214984,LAWRENCE OF ARABIA,222,action/adventure,English,1962,G
1212054,Le Bal,120,musical,English,1983,NR
22009176,Blue Is the Warmest Color,177,drama,English,2013,NC-17
9867317,Chain Link,98,drama,English,2009,NR
11372136,The Mozart of Pickpockets,31,comedy,English,2006,NR
2999304,Le Plaisir (Es Ses Petits Tracas),120,comedy-drama,English,1998,NR
33089,Joe Versus the Volcano,94,comedy,English,1990,PG
1202664,"Come On, Leathernecks",65,drama,English,1938,NR
1212061,Leave Her to Heaven,110,drama,English,1945,NR
27317,Leaving Las Vegas,112,drama,English,1995,R
18679368,The Bourne Legacy,134,action/adventure,English,2012,PG-13
22945981,The Legend of Hercules,120,action/adventure,English,2014,PG-13
22945981,The Legend of Hercules,120,action/adventure,English,2014,PG-13
18735984,Legend of John Henry,11,,English,1973,NR
22945981,The Legend of Hercules,120,action/adventure,English,2014,PG-13
1214664,The Legendary Champions,77,documentary,English,1968,NR
1231585,Legends of the Fall,134,drama,English,1994,R
292180,Repent at Leisure,66,drama,English,1941,NR
4447636,Lemony Snicket's A Series of Unfortunate Events,108,fantasy,English,2004,PG
21114449,Promised Land,106,drama,English,2012,R
281993,Lenny,111,drama,English,1974,R
1241337,Lenny Bruce: Swear to Tell the Truth,94,documentary,English,1998,NR
18714970,Leo Beuerman,0,,English,1969,NR
509602,The Leopard,175,drama,English,1963,PG
413524,Les Girls,114,musical,English,1957,NR
21173265,Les Misérables 3D,158,other,English,2012,PG-13
16385932,Diary of a Wimpy Kid: Rodrick Rules,99,comedy,English,2011,PG
1215583,Let It Be,80,documentary,English,1970,G
,Let My People Go!,86,,English,2011,NR
202777,Lethal Weapon,110,crime drama,English,1987,R
191856,Lethal Weapon 2,113,crime drama,English,1989,R
21444996,About Last Night,100,comedy,English,2014,R
21891537,Lone Survivor,121,action/adventure,English,2013,R
20762474,A Polite Bribe,0,documentary,English,2013,NR
428567,The Letter,95,drama,English,1940,NR
428567,The Letter,95,drama,English,1940,NR
6208788,Letters From Iwo Jima,140,drama,English,2006,R
6208788,Letters From Iwo Jima,140,drama,English,2006,R
22112870,Her,126,drama,English,2013,R
1220097,A Letter to Three Wives,103,drama,English,1948,NR
6208788,Letters From Iwo Jima,140,drama,English,2006,R
6208788,Letters From Iwo Jima,140,drama,English,2006,R
1214507,Libel,100,drama,English,1959,NR
414851,Libeled Lady,98,comedy,English,1936,NR
19577917,Thor: The Dark World,112,action/adventure,English,2013,PG-13
5982628,The Big Buy: Tom Delay's Stolen Congress,75,documentary,English,2006,NR
21891537,Lone Survivor,121,action/adventure,English,2013,R
1220103,Lies My Father Told Me,103,comedy-drama,English,1975,PG
2207474,Life,109,comedy-drama,English,1999,R
8646,The Life and Times of Judge Roy Bean,120,western,English,1972,PG
18792583,Life at the Zoo,0,documentary,English,1946,NR
2207427,Life is Beautiful,110,comedy-drama,English,1997,PG-13
21388836,Which Way Is the Front Line From Here?,78,documentary,English,2013,NR
18770905,Life of a Thoroughbred,0,,English,1941,NR
52853,The Life of Emile Zola,116,biography,English,1937,NR
18729122,LIFE OF PI,127,drama,English,2012,PG
18778362,Life Times Nine,0,other,English,1973,NR
1214519,Life with Father,118,comedy,English,1947,NR
1214519,Life with Father,118,comedy,English,1947,NR
327458,Lifeboat,96,drama,English,1944,NR
18766923,Lifted Veil,0,,English,1917,NR
22480936,Tim's Vermeer,80,documentary,English,2013,PG-13
17682,Li'l Abner,78,comedy,English,1940,NR
16778,Lili,81,musical,English,1953,G
203894,Lilies of The Field,94,drama,English,1963,NR
1214529,Lillian Russell,127,musical,English,1940,NR
3741840,Lilo & Stitch,86,comedy,English,2002,PG
19201806,Limelight,92,documentary,English,2011,NR
20004672,Lincoln,149,drama,English,2012,PG-13
1236826,The Line King: The Al Hirschfeld Story,86,documentary,English,1996,NR
1210630,The Invitation,100,comedy-drama,English,1973,NR
25407,The Lion in Winter,130,drama,English,1967,PG
1230802,The Lion King,87,musical,English,1994,G
18709433,Listen to Britain,20,documentary,English,1942,NR
1220134,The Little Ark,100,drama,English,1972,G
18695677,Little Belgium,0,documentary,English,1942,NR
201839,Little Big Man,147,western,English,1970,PG
52862,Little Caesar,80,crime drama,English,1931,NR
6207754,Little Children,137,drama,English,2006,R
10533503,Little Dorrit - Part One: Nobody's Fault,177,drama,English,1988,G
236532,The Little Foxes,115,drama,English,1941,NR
1215731,Little Fugitive,75,drama,English,1953,NR
21710843,Mandela: Long Walk to Freedom,146,drama,English,2013,PG-13
19877792,John Dies at the End,108,comedy,English,2012,R
16326,The Little Kidnappers,100,drama,English,1990,G
1220145,The Little Match Girl,100,drama,English,1987,NR
21131994,The Little Matchgirl,7,drama,English,2006,G
19565214,Little Mermaid's Great Adventure,50,fantasy,English,1992,NR
5945534,Little Miss Sunshine,101,comedy,English,2006,R
1215740,A Little Night Music,124,musical,English,1977,PG
1214555,Little Orphan Annie,57,drama,English,1938,NR
22208473,The Little Prince,0,fantasy,English,2015,NR
240715,A Little Princess,100,drama,English,1995,G
4668598,Always Say Goodbye,98,comedy,English,1996,NR
17569,Little Shop of Horrors,88,musical,English,1986,PG-13
5945534,Little Miss Sunshine,101,comedy,English,2006,R
5945534,Little Miss Sunshine,101,comedy,English,2006,R
5945534,Little Miss Sunshine,101,comedy,English,2006,R
1244298,Little Voice,97,comedy-drama,English,1998,R
18749304,Little Witch,0,,English,1945,NR
1236605,Little Women,120,drama,English,1994,PG
1236605,Little Women,120,drama,English,1994,PG
1236605,Little Women,120,drama,English,1994,PG
1220156,Live and Let Die,119,action/adventure,English,1973,PG
1220157,Live for Life,130,drama,English,1967,NR
506676,The Lively Set,95,drama,English,1964,NR
1220817,The Lives of a Bengal Lancer,109,action/adventure,English,1935,NR
6208818,The Lives of Others,135,drama,English,2005,R
18727910,City of the Living Dead,93,horror,English,1980,NR
1220160,The Living Desert,73,documentary,English,1953,G
3982927,The Living Sea,40,documentary,English,1995,NR
18792288,The Living Stone,34,,English,1958,NR
181948,Lloyds of London,115,drama,English,1936,NR
18769325,Logan's Run,0,,English,2012,NR
16152461,Logorama,16,other,English,2009,NR
327663,Lolita,138,drama,English,1997,R
22570247,Winter's Tale,129,drama,English,2014,PG-13
473,Lone Star,135,drama,English,1996,R
52865,Lonelyhearts,101,drama,English,1958,NR
250376,Long Day's Journey into Night,174,drama,English,1962,NR
3044721,Long Night's Journey into Day,94,documentary,English,2000,NR
1215783,The Long Voyage Home,105,drama,English,1940,NR
21396421,Escape From Tomorrow,104,horror,English,2013,NR
1239622,The Long Way Home,120,drama,English,1998,NR
14024,The Longest Day,180,drama,English,1962,G
4819679,The Longest Yard,113,comedy-drama,English,2005,PG-13
40056,Longtime Companion,96,drama,English,1990,R
25411,Look for the Silver Lining,106,musical,English,1949,NR
1206473,Looking for Mr. Goodbar,135,drama,English,1977,R
20000483,The Lord of the Rings: The Fellowship of the Ring,178,fantasy,English,2001,PG-13
4059812,The Lord of the Rings: The Return of the King,210,fantasy,English,2003,PG-13
3889891,The Lord of the Rings: The Two Towers,170,fantasy,English,2002,PG-13
18714820,Lorenzo,0,,English,2004,NR
90033,Lorenzo's Oil,150,drama,English,1992,PG-13
1206477,Los Tarantos,81,drama,English,1964,NR
151105,Lost Horizon,150,musical,English,1973,G
3962745,Lost in Translation,102,comedy-drama,English,2003,R
318362,The Lost Patrol,74,drama,English,1934,NR
19357987,The Lost Thing,15,sci-fi,English,2010,NR
200050,The Lost Weekend,101,drama,English,1945,NR
126524,The Lost World: Jurassic Park,128,action/adventure,English,1997,PG-13
18735257,The Loud Mouth,20,comedy,English,1932,NR
374435,Louisa,90,comedy,English,1950,NR
200324,Louisiana Purchase,98,musical,English,1941,NR
1212787,Louisiana Story,77,documentary,English,1948,NR
400543,Love Affair,87,comedy-drama,English,1939,NR
75137,Love Field,104,drama,English,1992,PG-13
123285,Love Is a Many Splendored Thing,102,drama,English,1955,NR
1212809,Love Letters,101,drama,English,1945,NR
1212811,Love Me Forever,91,musical,English,1935,NR
479398,Love Me or Leave Me,122,biography,English,1955,NR
1207598,The Love Parade,107,comedy,English,1929,NR
10725,Love Story,99,drama,English,1970,PG
18777844,Love Struck,0,other,English,1986,NR
25419,Love with the Proper Stranger,102,drama,English,1963,NR
8904893,The Lovely Bones,135,drama,English,2009,PG-13
1206910,Lover Come Back,107,comedy,English,1961,NR
1206910,Lover Come Back,107,comedy,English,1961,NR
70702,Lovers and Other Strangers,104,comedy,English,1970,PG
18737011,The Lovers Wind,74,documentary,English,1968,NR
1207605,Loves of a Blonde,88,comedy,English,1965,NR
1212822,The Loves of Carmen,99,drama,English,1948,NR
1207611,The Luck of the Irish,99,comedy,English,1948,NR
18712864,The Luckiest Guy in the World,21,drama,English,1946,NR
18747720,Ludwig auf Freiersfuessen,96,,English,1970,NR
18692955,Lunch Date,0,other,English,1990,NR
19641199,The Grey,117,action/adventure,English,2012,R
190546,Lust for Life,122,biography,English,1955,NR
18769880,Luther Metke At 94,0,,English,1980,NR
15312245,Luxo Jr.,5,other,English,1986,NR
506720,Lydia,104,drama,English,1941,NR
268785,M*A*S*H,116,comedy,English,1970,PG
1206936,Macario,91,sci-fi,English,1961,NR
1208490,Mad About Music,98,musical,English,1938,NR
16152458,"Madagascar, carnet de voyage",12,fantasy,English,2010,NR
316807,Madame Bovary,115,drama,English,1949,NR
316807,Madame Bovary,115,drama,English,1949,NR
52893,Madame Curie,124,biography,English,1942,NR
1208335,Madame Rosa,105,drama,English,1977,NR
9437729,Madame Tutli Putli,17,fantasy,English,2007,NR
52894,Madame X,75,drama,English,1937,NR
450648,Madeline,88,comedy-drama,English,1998,PG
17488,The Madness of King George,110,drama,English,1994,PG-13
1208506,Madron,93,western,English,1970,PG
7447691,Maestro,89,documentary,English,2003,NR
21539263,Maggie Simpson in 'The Longest Daycare',5,comedy,English,2012,PG
18736276,Magic Flame,100,,English,1927,NR
1223929,The Magic Flute,134,arts & literature,English,1975,G
1223929,The Magic Flute,134,arts & literature,English,1975,G
19595179,Magic Trip: Ken Kesey's Search for a Kool Place,107,documentary,English,2011,R
1213631,The Magic of Lassie,99,action/adventure,English,1978,G
22867737,Gori Tere Pyaar Mein,0,comedy,English,2013,NR
52898,The Magnificent Ambersons,88,drama,English,1942,NR
1206968,The Magnificent Brute,77,drama,English,1936,NR
27806,Magnificent Obsession,107,drama,English,1954,NR
393878,The Magnificent Seven,126,western,English,1960,NR
393878,The Magnificent Seven,126,western,English,1960,NR
127397,The Magnificent Yankee,89,biography,English,1950,NR
2610624,Magnolia,188,drama,English,1999,R
59261,Mahogany,109,drama,English,1975,PG
25505,The Old Maid,95,drama,English,1939,NR
19167789,Man of Steel,148,action/adventure,English,2013,PG-13
19167789,Man of Steel,148,action/adventure,English,2013,PG-13
18707306,Major and Minor Miracles,25,drama,English,1999,NR
251544,A Majority of One,153,comedy-drama,English,1961,NR
18771408,Make a Wish,98,,English,2002,NR
23451852,The Gabby Douglas Story,120,drama,English,2014,NR
18764046,Bolivia: Making Waves,27,,English,1989,NR
43673,Malcolm X,201,drama,English,1992,PG-13
43673,Malcolm X,201,drama,English,1992,PG-13
1206987,Malaya,98,drama,English,1949,NR
24516,The Maltese Falcon,101,mystery & suspense,English,1941,NR
55022,I Remember Mama,134,drama,English,1948,NR
274303,The Mambo Kings,105,drama,English,1992,R
1215706,Most Dangerous Man Alive,82,mystery & suspense,English,1961,NR
1208572,A Man and a Woman,102,drama,English,1966,NR
61155,A Man Called Peter,119,biography,English,1955,NR
26048,A Man for all Seasons,120,biography,English,1966,G
18792022,Man in Space,45,documentary,English,1989,NR
162880,The Man in the Glass Booth,117,drama,English,1975,PG
1213687,The Man in the Iron Mask,110,action/adventure,English,1939,NR
203886,The Man in the White Suit,85,comedy,English,1951,NR
328899,Man of a Thousand Faces,122,biography,English,1957,NR
33878,Man of Conquest,105,biography,English,1939,NR
1208601,Man of Iron,140,drama,English,1981,PG
18775964,Don Quixote: Man of La Mancha,50,other,English,,NR
18758307,The Man on Lincoln's Nose,0,documentary,English,2000,NR
8147271,Man on Wire,94,documentary,English,2008,PG-13
18765540,A Man Thing,26,drama,English,2001,NR
494463,The Man Who Knew Too Much,120,mystery & suspense,English,1956,PG
18729007,Martin Slivka: The Man Who Planted Trees,90,,English,2007,NR
315332,The Man Who Shot Liberty Valance,123,western,English,1962,NR
55045,The Man Who Skied Down Everest,86,documentary,English,1975,G
1208687,The Man Who Walked Alone,70,comedy,English,1945,NR
3473025,The Man Who Wasn't There,117,comedy-drama,English,2001,R
55122,The Man Who Would Be King,129,action/adventure,English,1975,PG
129632,The Man With The Golden Arm,119,drama,English,1955,NR
1208621,The Man Without a Country,78,drama,English,1973,NR
3977094,The Man Without a Past,97,comedy-drama,English,2002,PG-13
536282,The Manchurian Candidate,126,mystery & suspense,English,1962,PG-13
21710843,Mandela: Long Walk to Freedom,146,drama,English,2013,PG-13
1208700,Mandragola,97,comedy,English,1965,NR
8170669,All the Boys Love Mandy Lane,93,horror,English,2006,R
238054,Manhattan,96,comedy-drama,English,1979,R
17136047,Manhattan Melodrama,90,crime drama,English,1934,NR
134935,Manhattan Merry-Go-Round,80,crime drama,English,1937,NR
19410200,Manipulation,7,comedy,English,1992,NR
34146,Mannequin,89,comedy,English,1987,PG
34146,Mannequin,89,comedy,English,1987,PG
24262,The Asphalt Jungle,112,crime drama,English,1950,NR
21139829,Manson,93,documentary,English,1972,R
53156,Marathon Man,125,mystery & suspense,English,1976,R
5017415,March of the Penguins,85,documentary,English,2005,G
315550,Mardi Gras,107,musical,English,1958,NR
315550,Mardi Gras,107,musical,English,1958,NR
18905349,Margin Call,106,drama,English,2011,R
4234597,Maria Full of Grace,101,drama,English,2004,R
6273832,Marie Antoinette,123,drama,English,2006,PG-13
6273832,Marie Antoinette,123,drama,English,2006,PG-13
1208717,Marie-Louise,0,drama,English,1943,NR
6196062,The Marine,91,action/adventure,English,2006,PG-13
1208722,Marjoe,88,documentary,English,1972,PG
1213752,Marjorie Morningstar,125,drama,English,1958,NR
22457867,The Mark,120,sci-fi,English,2012,NR
22081697,The Last Days on Mars,91,sci-fi,English,2013,R
1207076,The Mark of Zorro,93,action/adventure,English,1940,NR
18858852,Martha Marcy May Marlene,101,drama,English,2011,R
498671,Marooned,134,sci-fi,English,1969,G
469691,Marriage Italian Style,102,comedy-drama,English,1964,NR
518098,Married to the Mob,135,comedy,English,1988,R
229684,Martin Luther,105,biography,English,1953,NR
1213765,Marty,91,drama,English,1955,NR
8905127,Marvel's The Avengers,142,action/adventure,English,2012,PG-13
21858,Marvin's Room,98,drama,English,1996,PG-13
1208932,Mary Poppins,140,musical,English,1964,G
26102,"Mary, Queen of Scots",130,drama,English,1972,PG
430279,Mary Shelley's Frankenstein,123,mystery & suspense,English,1994,R
1246,Mask,120,drama,English,1985,PG-13
514936,The Mask,91,comedy,English,1994,PG-13
450645,The Mask of Zorro,136,action/adventure,English,1998,PG-13
18709858,The Master,137,drama,English,2012,R
4021308,Master and Commander: The Far Side of the World,139,action/adventure,English,2003,PG-13
18779966,Masters of Disaster,30,documentary,English,1985,NR
5245782,Match Point,115,drama,English,2005,R
4099211,Matewan,130,drama,English,1987,PG-13
1208947,The Mating Season,101,comedy,English,1951,NR
2113155,The Matrix,136,sci-fi,English,1999,R
15469286,Wallace and Gromit in A Matter of Loaf and Death,30,comedy,English,2008,NR
92619,Maurice,140,drama,English,1987,R
1230102,Maverick,121,comedy,English,1994,PG
1241455,Maya Lin: A Strong Clear Vision,90,documentary,English,1994,NR
52916,The Mayor of 44th St.,86,drama,English,1942,NR
367770,Maytime,132,musical,English,1937,NR
465165,McCabe & Mrs. Miller,121,western,English,1971,R
1208745,A Medal for Benny,77,drama,English,1945,NR
1231819,Mediterraneo,86,comedy,English,1991,R
17297,Medium Cool,110,drama,English,1969,R
32756,Meet John Doe,132,drama,English,1941,NR
217451,Meet Me in Las Vegas,112,musical,English,1956,NR
27520,Meet Me in St. Louis,113,musical,English,1944,NR
2947129,Meet The Parents,108,comedy,English,2000,PG-13
5217,Melvin and Howard,95,comedy-drama,English,1980,R
336041,The Member of the Wedding,91,drama,English,1952,NR
1201607,The Clay Pigeon,63,drama,English,1949,NR
3220060,Memento,115,drama,English,2000,R
5188960,Memoirs of a Geisha,144,drama,English,2005,PG-13
18791299,Memorial: Letters From American Soldiers,0,documentary,English,1991,NR
21381253,The Monuments Men,112,mystery & suspense,English,2014,PG-13
23090164,Flowers in the Attic,120,mystery & suspense,English,2014,NR
19940661,Men in Black 3,105,action/adventure,English,2012,PG-13
19940661,Men in Black 3,105,action/adventure,English,2012,PG-13
1208985,The Men in Her Life,89,drama,English,1941,NR
18789353,Menu,0,comedy,English,1932,NR
1209944,Mephisto,146,drama,English,1981,NR
1208993,Mercy Island,72,drama,English,1941,NR
3672463,Meredith Willson's 'The Music Man',180,musical,English,2003,NR
21030796,The Yakuza and the Mermaid,100,mystery & suspense,English,2012,NR
1215447,Merrily We Live,90,comedy,English,1938,NR
1209951,The Merry Monahans,91,musical,English,1944,NR
18782327,Soul Surfer,106,drama,English,2011,PG
1207099,The Lady Dances,99,musical,English,1934,NR
1207099,The Lady Dances,99,musical,English,1934,NR
18792066,The Merry Wives of Windsor,0,,English,1980,NR
9600231,The Messenger,113,drama,English,2009,R
21388866,The Meteor,85,drama,English,2012,NR
27456,Metropolitan,98,comedy,English,1990,PG-13
5527810,She's The Man,105,comedy,English,2006,PG-13
7172672,Michael Clayton,119,drama,English,2007,R
480,Michael Collins,132,drama,English,1996,R
18668217,Mickey and the Seal,7,comedy,English,1948,NR
15314145,Mickey's Christmas Carol,26,other,English,1983,NR
18706952,Mickey's Orphans,7,comedy,English,1931,NR
1234671,Midnight cowboy,113,drama,English,1969,R
236280,Midnight Express,120,drama,English,1977,R
18776888,Midnight in Paris,94,comedy,English,2011,PG-13
374359,Midnight Lace,108,mystery & suspense,English,1960,NR
19194575,A Midsummer Night's Dream,118,comedy,English,1999,PG-13
9568,Mighty Aphrodite,93,comedy,English,1995,R
514886,Mighty Joe Young,114,action/adventure,English,1998,PG
514886,Mighty Joe Young,114,action/adventure,English,1998,PG
20654166,The Secret Life of Walter Mitty,114,comedy,English,2013,PG
20498141,The Mighty River,97,documentary,English,2012,NR
18757185,Mighty Times: The Children's March,0,other,English,2004,NR
20912651,About Time,123,comedy,English,2013,R
3949148,A Mighty Wind,88,comedy,English,2003,PG-13
1215469,The Mikado,93,musical,English,1939,NR
20966014,How to Make Money Selling Drugs,96,documentary,English,2012,NR
15944,The Milagro Beanfield War,118,comedy-drama,English,1988,R
27504,Mildred Pierce,111,drama,English,1945,NR
8904934,Milk,128,drama,English,2008,R
10544254,The Milk of Sorrow,94,drama,English,2009,NR
1209021,The Milky Way,83,comedy,English,1936,NR
4447495,Million Dollar Baby,132,drama,English,2004,PG-13
52964,Million Dollar Mermaid,115,biography,English,1952,NR
21512509,Twelve Years a Slave,134,drama,English,2013,R
52966,Min and Bill,66,drama,English,1930,NR
3706385,Minority Report,145,sci-fi,English,2002,PG-13
1208820,Minstrel Man,120,drama,English,1977,NR
18771759,"Fish Miracle Sky (When Fishes Cry, The Miracle,",12,other,English,2006,NR
1207918,The Miracle of Our Lady of Fatima,102,drama,English,1952,NR
251024,The Miracle of Morgan's Creek,99,comedy,English,1943,NR
1208153,Miracle on 34th Street,96,comedy,English,1947,NR
1201207,A Dangerous Woman,80,drama,English,1929,NR
317944,The Mirror Has Two Faces,126,comedy-drama,English,1996,PG-13
19458812,Mirror Mirror,105,fantasy,English,2012,PG
1222534,Misery,107,mystery & suspense,English,1990,R
361675,Miss Sadie Thompson,91,drama,English,1953,NR
19680959,The Missing Piece,0,documentary,English,2011,NR
14379312,Mission: Impossible - Ghost Protocol,133,action/adventure,English,2011,PG-13
483336,Police Academy: Mission to Moscow,83,comedy,English,1994,PG
270510,Mississippi burning,125,drama,English,1988,R
1214897,The Mississippi Gambler,99,action/adventure,English,1953,PG-13
416938,Mr. & Mrs. Bridge,124,drama,English,1990,PG-13
16667,Mister Buddwing,99,drama,English,1966,NR
139763,Mr. Deeds Goes to Town,115,comedy,English,1936,NR
32094,Mr. Dodd Takes the Air,85,comedy,English,1937,NR
261500,Mister 880,90,comedy,English,1950,NR
18736487,Mr. Gardenia Jones,13,documentary,English,1942,NR
1236430,Mr. Holland's Opus,142,drama,English,1995,PG
1209530,Mr. Hulot's Holiday,86,comedy,English,1953,NR
18712177,Magoo's Puddle Jumper,7,,English,1956,NR
18709858,The Master,137,drama,English,2012,R
314431,Mister Roberts,120,comedy-drama,English,1955,NR
4655,Mr. Saturday Night,118,comedy-drama,English,1992,R
25480,Mr. Skeffington,127,drama,English,1944,NR
514868,Mr. Smith Goes to Washington,129,comedy-drama,English,1939,NR
277607,Mrs. Brown,103,drama,English,1997,PG
189456,Mrs. Doubtfire,125,comedy,English,1993,PG-13
5189008,Mrs. Henderson Presents,105,comedy-drama,English,2005,R
52973,Mrs. Miniver,134,drama,English,1942,NR
2298560,Mrs. Parkington,124,drama,English,1944,NR
341878,The Model and the Marriage Broker,103,comedy,English,1951,NR
32162,Mogambo,115,action/adventure,English,1953,NR
1208306,Mohammad: Messenger of God,178,drama,English,1976,PG
70828,The Molly Maguires,124,drama,English,1970,PG
