film_id,film_name,duration,category,language,year,rating
39964,The Day of the Dolphin,104,sci-fi,English,1973,PG
1618,The Day of the Jackal,140,drama,English,1973,PG
127,The Day of the Locust,144,drama,English,1975,R
19833520,Eames: The Architect and the Painter,84,documentary,English,2011,NR
1202271,Daybreak in Udi,40,documentary,English,1949,NR
22427634,Daylight,97,horror,English,2012,NR
6751688,Days of Glory,120,drama,English,2006,R
12669783,Labor Day,111,drama,English,2013,PG-13
19728,Days of Heaven,95,drama,English,1978,PG
31865,Days of Thunder,120,drama,English,1990,PG-13
12669783,Labor Day,111,drama,English,2013,PG-13
251468,Days of Wine and Roses,117,drama,English,1962,NR
19595179,Magic Trip: Ken Kesey's Search for a Kool Place,107,documentary,English,2011,R
20724731,Dead Man Down,117,action/adventure,English,2013,R
23191433,Dead End,96,mystery & suspense,English,2013,NR
11967,Dead Man Walking,122,drama,English,1995,R
1225860,Dead Poets Society,180,drama,English,1989,PG
20337110,Nuclear Nation,145,documentary,English,2012,NR
22024324,Dear Dumb Diary,120,drama,English,2013,PG
1202519,Dear Heart,114,comedy,English,1964,NR
10544221,Dear John,109,drama,English,2010,PG-13
22683867,Dear Mr. Watterson: Exploration of Calvin & Hobbes,89,documentary,English,2013,NR
11968,Death Becomes Her,103,comedy,English,1992,PG-13
485443,Death in Venice,125,drama,English,1971,PG
1223157,Death of a Salesman,115,drama,English,1951,NR
21535911,Death of a Shadow,20,fantasy,English,2012,NR
21048420,A Band Called Death,98,documentary,English,2012,NR
21048420,A Band Called Death,98,documentary,English,2012,NR
18738997,Death on the Nile: The Assassination of Anwar,60,documentary,English,,NR
21066789,Lee Daniels' The Butler,132,drama,English,2013,PG-13
7528116,December 7th,20,documentary,English,1943,NR
43070,Decision Before Dawn,119,drama,English,1951,NR
18784955,D.I.Y. or Die: How to Survive as an Independent,55,,English,2002,NR
8247,The Decline of the American Empire,101,comedy,English,1986,R
291826,Deconstructing Harry,96,comedy,English,1997,R
18698893,Dedalo,0,other,English,1976,NR
263010,The Deep,124,action/adventure,English,1977,PG
488607,Drums in the Deep South,87,action/adventure,English,1951,NR
1202149,Deep Waters,85,drama,English,1948,NR
1202150,The Deer Hunter,183,drama,English,1978,R
22688984,Defending Santa,120,drama,English,2013,NR
8904910,Defiance,137,drama,English,2008,R
32061,The Defiant Ones,97,drama,English,1958,NR
6670053,Deliver Us From Evil,105,documentary,English,2006,NR
78875,Deliverance,109,drama,English,1972,R
4043668,Deluge,70,action/adventure,English,1933,NR
6207738,The Departed,154,drama,English,2006,R
11354961,Okuribito,131,drama,English,2008,PG-13
21600885,Jug Face,81,horror,English,2013,R
1228448,Dersu Uzala,137,action/adventure,English,1975,G
19230463,The Descendants,114,comedy-drama,English,2011,R
20504851,Desert Killer,10,drama,English,1952,NR
364438,The Desert Rats,88,action/adventure,English,1953,NR
1207438,The Desert Song,110,musical,English,1953,NR
1208173,Desert Victory,65,documentary,English,1943,NR
18738479,Desert Wonderland,0,documentary,English,1942,NR
1202171,Design for Death,48,documentary,English,1948,NR
416367,Designing Woman,117,comedy,English,1957,NR
60426,Desire Under the Elms,111,drama,English,1958,NR
14196,Desiree,110,drama,English,1954,NR
201872,Desperate Journey,107,action/adventure,English,1942,NR
61033,Destination Moon,91,sci-fi,English,1950,NR
32073,Destination Tokyo,135,drama,English,1944,NR
11936052,The City of Your Final Destination,114,drama,English,2008,PG-13
2386,Detective Story,105,drama,English,1951,NR
21803414,American Hustle,138,drama,English,2013,R
1202191,The Devil and Miss Jones,92,comedy,English,1941,NR
21444996,About Last Night,100,comedy,English,2014,R
18695576,Devil Dancer,73,drama,English,1927,NR
1202198,The Devil Pays Off,70,crime drama,English,1941,NR
18730305,Devil Take Us,0,documentary,English,1952,NR
5766864,The Devil Wears Prada,109,comedy,English,2006,PG-13
1207472,The Devil's Holiday,80,drama,English,1930,NR
2194209,Diamonds Are Forever,114,action/adventure,English,1971,PG
1203226,Diary of a Mad Housewife,95,drama,English,1970,R
17747,The Diary of Anne Frank,170,drama,English,1959,NR
1225262,Dick Tracy,101,crime drama,English,1990,PG
62213,Die Hard,131,action/adventure,English,1988,R
20959172,Jack Ryan: Shadow Recruit,105,action/adventure,English,2014,PG-13
18710409,A Different Approach,0,comedy-drama,English,1978,NR
540955,Dillinger,70,crime drama,English,1945,NR
3894214,A Sunday in the Country,94,drama,English,1984,G
20504,Diner,110,comedy-drama,English,1982,R
62258,Dirty Dancing,97,drama,English,1987,PG-13
256441,The Dirty Dozen,149,action/adventure,English,1967,NR
3933705,Dirty Pretty Things,107,mystery & suspense,English,2002,R
388894,The Discreet Charm of the Bourgeoisie,100,comedy,English,1972,PG
25244,Disraeli,89,biography,English,1929,NR
8904894,District 9,112,sci-fi,English,2009,R
362635,Dive Bomber,133,drama,English,1941,NR
62213,Die Hard,131,action/adventure,English,1988,R
21803414,American Hustle,138,drama,English,2013,R
3338614,Divided We Fall,117,comedy-drama,English,2000,PG-13
1230597,The Divine Lady,105,drama,English,1929,NR
7388670,The Diving Bell and the Butterfly,111,biography,English,2007,PG-13
1203400,Divorce American Style,109,comedy,English,1967,NR
1207798,Divorce---Italian Style,108,comedy,English,1961,NR
62464,The Divorcee,83,drama,English,1930,NR
18694503,Dizzy Acrobat,0,other,English,1943,NR
19536237,Django Unchained,165,drama,English,2012,R
15382,Do the Right Thing,120,drama,English,1989,R
1207315,Dr. Cyclops,75,mystery & suspense,English,1940,NR
18700777,Doctor De Soto,10,other,English,1984,NR
2082,Doctor Dolittle,152,musical,English,1967,G
203743,Dr. Ehrlich's Magic Bullet,103,biography,English,1940,NR
62697,Dr. Jekyll and Mr. Hyde,97,mystery & suspense,English,1932,NR
62697,Dr. Jekyll and Mr. Hyde,97,mystery & suspense,English,1932,NR
62697,Dr. Jekyll and Mr. Hyde,97,mystery & suspense,English,1932,NR
3281534,Dr. Seuss' How the Grinch Stole Christmas,105,fantasy,English,2000,PG
19476,Dr. Strangelove Or: How I Learned to Stop Worrying,95,comedy,English,1964,PG
1239327,Doctor Zhivago,200,drama,English,1965,PG
5410273,Dodeskaden,139,drama,English,1970,NR
520898,Dodsworth,90,drama,English,1936,NR
18690830,"Dog, Cat and Canary",6,action/adventure,English,1944,NR
1239423,Dog Day Afternoon,130,crime drama,English,1975,NR
11936105,Dogtooth,96,drama,English,2009,NR
1221402,Hotel Terminus: The Life and Times of Klaus Barbie,267,documentary,English,1988,NR
21982414,Dallas Buyers Club,117,biography,English,2013,R
1201751,The Dolly Sisters,114,musical,English,1945,NR
4013559,Dolphins,39,documentary,English,2000,NR
25977,Don Juan DeMarco,97,comedy-drama,English,1995,PG-13
8170669,All the Boys Love Mandy Lane,93,horror,English,2006,R
18747631,Donald's Crime,0,other,English,1945,NR
28730,Donnie Brasco,127,drama,English,1997,R
20443425,Don't Stop Believin': Everyman's Journey,113,documentary,English,2012,R
8050887,You Don't Mess With the Zohan,113,comedy,English,2008,PG-13
21396416,What They Don't Talk About When They Talk About,106,drama,English,2013,NR
1206313,Kids Don't Tell,100,drama,English,1985,NR
18710330,A Doonesbury Special,26,other,English,1977,NR
1215359,Stage Door,92,comedy-drama,English,1937,NR
1242308,Doorway to Hell,79,crime drama,English,1930,NR
21891537,Lone Survivor,121,action/adventure,English,2013,R
18769597,Camp Double Feature,120,drama,English,1939,NR
17716,Double Indemnity,106,crime drama,English,1944,NR
1242320,A Double Life,104,drama,English,1947,NR
20443419,Double or Nothing,10,comedy,English,2012,NR
18729524,Doubletalk,0,,English,1975,NR
8904978,Doubt,104,drama,English,2008,PG-13
525840,"Good Morning, Miss Dove",107,drama,English,1955,NR
525840,"Good Morning, Miss Dove",107,drama,English,1955,NR
8650178,Down and Out in America,57,documentary,English,1986,NR
561,Down Argentine Way,90,musical,English,1940,NR
1207310,Down on the Farm,60,comedy,English,1938,NR
21388824,Don Jon's Addiction,90,comedy,English,2013,R
112490,Puzzle of a Downfall Child,104,drama,English,1970,R
8905028,Drag Me To Hell,99,horror,English,2009,PG-13
8905028,Drag Me To Hell,99,horror,English,2009,PG-13
25249,Dragon Seed,145,drama,English,1944,NR
199,Dragonheart,103,fantasy,English,1996,PG-13
19522922,Dragonslayer,74,documentary,English,2011,NR
18737414,Dream Doll,0,other,English,1979,NR
27516,Dream Wife,99,comedy,English,1953,NR
6208552,Dreamgirls,129,musical,English,2006,PG-13
502209,The Dresser,113,comedy-drama,English,1983,PG
18894783,Drive,100,drama,English,2011,R
134139,Driving Miss Daisy,100,drama,English,1989,PG
348499,Drums Along the Mohawk,103,action/adventure,English,1939,NR
21715010,I Am Divine,90,documentary,English,2013,NR
65445,A Dry White Season,97,drama,English,1989,R
8147286,The Duchess,110,drama,English,2008,PG-13
346260,Duel in the Sun,138,western,English,1947,NR
22074322,Devil's Due,89,horror,English,2014,R
244988,Dumbo,64,musical,English,1940,G
18715921,Dummy Ache,0,comedy,English,1936,NR
1207361,Dune,190,sci-fi,English,1985,PG-13
18693359,2/Duo,108,drama,English,1997,NR
11411261,Like Dandelion Dust,104,drama,English,2009,PG-13
18709858,The Master,137,drama,English,2012,R
18744150,Dylan Thomas: A War Films Anthology,0,documentary,English,2007,NR
4201548,Napoleon Dynamite,86,comedy,English,2004,PG
3653235,E.T. The Extra-Terrestrial,121,fantasy,English,2002,PG
1242697,Earl Carroll's Vanities,95,musical,English,1945,NR
1242699,The Earrings of Madame De...,105,drama,English,1954,NR
17487,Earthquake,120,drama,English,1974,PG
18735761,East Lynne,55,drama,English,1916,NR
210648,East of Eden,115,drama,English,1955,NR
25254,"East Side, West Side",108,drama,English,1949,NR
298063,Easter Parade,107,musical,English,1948,NR
7092528,Eastern Promises,100,mystery & suspense,English,2007,R
502438,Easy Rider,94,drama,English,1969,R
1232683,Eat Drink Man Woman,125,comedy,English,1994,NR
233980,Ed Wood,127,comedy-drama,English,1994,R
1242668,The Eddy Duchin Story,123,biography,English,1956,NR
10534,"Edison, the Man",104,biography,English,1940,NR
18784165,Educated Fish,0,other,English,1937,NR
22452158,Pete's Christmas,120,comedy-drama,English,2013,PG
423903,Educating Rita,110,comedy-drama,English,1983,PG
20588712,General Education,85,comedy,English,2012,PG-13
225489,"Edward, My Son",112,drama,English,1949,NR
57330,Edward Scissorhands,100,fantasy,English,1990,PG-13
57660,The Egg and I,108,comedy,English,1947,NR
142318,The Egyptian,139,drama,English,1954,NR
3801708,8 Mile,111,drama,English,2002,R
20443449,Just 45 Minutes From Broadway,117,comedy-drama,English,2012,R
2336125,PPV4 - 18:45,60,,English,2000,R
1219357,The 81st Blow,115,documentary,English,1975,NR
18729344,89mm Od Europy,0,other,English,1993,NR
1242680,El Amor Brujo,99,drama,English,1986,PG
1228155,El Cid,171,drama,English,1961,NR
3807638,The Crime of Padre Amaro,120,drama,English,2002,R
1243169,El Norte,139,drama,English,1983,R
1228456,El Salvador: Another Vietnam,0,documentary,English,1981,NR
1207485,The Eleanor Roosevelt Story,91,documentary,English,1965,NR
2205336,Election,104,comedy,English,1999,R
21444996,About Last Night,100,comedy,English,2014,R
1233112,Electra,100,drama,English,1961,NR
58804,The Electric Horseman,121,comedy-drama,English,1979,PG
1229584,I Am a Promise: The Children of Stanton Elementary,85,documentary,English,1993,NR
1242686,The Elephant Man,97,drama,English,1982,NR
492278,Elizabeth,120,drama,English,1998,R
7194265,Elizabeth: The Golden Age,114,biography,English,2007,PG-13
3738339,Elling,88,comedy-drama,English,2001,R
59591,Elmer Gantry,145,drama,English,1960,NR
343706,The Emigrants,151,drama,English,1971,PG
1225189,Always,122,comedy-drama,English,1989,PG
1225189,Always,122,comedy-drama,English,1989,PG
485127,The Emperor Waltz,105,musical,English,1948,NR
3091095,The Emperor's New Groove,78,comedy,English,2000,G
61212,Empire of the Sun,152,drama,English,1987,PG
3450922,Star Wars Episode V: The Empire Strikes Back,180,sci-fi,English,1997,PG
1210969,Only Angels Have Wings,121,action/adventure,English,1939,NR
7423684,Enchanted,108,fantasy,English,2007,PG
263552,Enchanted April,66,drama,English,1935,NR
16660,The Enchanted Cottage,91,drama,English,1945,NR
52141,Angels With Dirty Faces,97,crime drama,English,1938,NR
8082147,Encounters at the End of the World,99,documentary,English,2008,G
2466354,The End of the Affair,115,drama,English,1999,R
399055,End of the Game,103,drama,English,1976,PG
1207504,The End of the Road,76,drama,English,1954,NR
22128415,Endless Love,105,drama,English,2014,PG-13
1220339,"Enemies, a Love Story",119,drama,English,1989,R
62391,The Enemy Below,98,action/adventure,English,1957,NR
58942,The English Patient,169,drama,English,1996,R
4566963,Enron: The Smartest Guys in the Room,110,documentary,English,2005,R
1207517,The Entertainer,105,drama,English,1976,NR
1243199,Entre nous,110,drama,English,1983,PG
530551,Equus,137,drama,English,1977,R
8170669,All the Boys Love Mandy Lane,93,horror,English,2006,R
236,Eraser,120,mystery & suspense,English,1996,R
1226476,The Ernest Green Story,105,drama,English,1993,NR
2707553,The Substitute 4: Failure Is Not an Option,91,drama,English,2000,R
3945187,Holes,118,comedy-drama,English,2003,PG
54007,Escape Me Never,104,drama,English,1947,NR
217269,Eskimo,120,drama,English,1933,NR
21803673,What Maisie Knew,93,drama,English,2012,R
4129747,Eternal Sunshine of the Spotless Mind,108,comedy-drama,English,2004,R
1202287,Eternally Yours,99,comedy,English,1939,NR
21624167,Europa Report,90,sci-fi,English,2013,PG-13
1201266,The Europeans,90,drama,English,1979,NR
18718134,Every Child,30,other,English,1991,NR
1202938,Every Day's a Holiday,80,comedy,English,1937,NR
21801103,He's Way More Famous Than You,95,comedy,English,2013,NR
21771131,August: Osage County,121,comedy-drama,English,2013,R
19175256,Resident Evil: Retribution,117,horror,English,2012,R
1205748,Evita,200,drama,English,1981,NR
5297933,Underworld: Evolution,106,horror,English,2006,R
1201565,Excalibur,140,action/adventure,English,1981,PG
324795,Executive Suite,104,drama,English,1954,NR
20666629,Exit Elena,72,comedy,English,2012,NR
14519883,Exit Through the Gift Shop,87,documentary,English,2010,R
1206535,Exodus,215,drama,English,1960,NR
67343,The Exorcist,122,horror,English,1973,R
53989,Experiment Perilous,90,drama,English,1944,NR
18720914,Exploratorium,0,documentary,English,1974,NR
19570114,Extremely Loud & Incredibly Close,129,drama,English,2011,PG-13
20407576,Tiger Eyes,92,drama,English,2012,PG-13
18758170,"American South, Vol. 8: Civil Rights",30,documentary,English,1989,NR
1243501,Eyewitness,108,mystery & suspense,English,1981,NR
54466,The Fabulous Baker Boys,113,drama,English,1989,R
18719522,Face of Genius,0,documentary,English,1966,NR
21600885,Jug Face,81,horror,English,2013,R
18755950,Face of Lincoln,0,documentary,English,1955,NR
126529,Face/Off,140,action/adventure,English,1997,R
1203720,Face To Face,136,drama,English,1976,R
1203721,Faces,130,drama,English,1968,R
18763849,Facing Your Danger,0,,English,1946,NR
1206556,The Facts of Life,103,comedy,English,1960,NR
19574020,Fast & Furious 6,130,action/adventure,English,2013,PG-13
1223758,Fall Line,0,documentary,English,1979,NR
235502,The Fall of the Roman Empire,188,action/adventure,English,1964,NR
242834,The Fallen Idol,95,drama,English,1948,NR
60086,The Fallen Sparrow,94,drama,English,1943,NR
249581,Fame,134,musical,English,1980,R
21172834,Malavita,110,action/adventure,English,2013,R
1243844,You Lucky Dog,90,comedy,English,1998,NR
22285229,That Awkward Moment,94,comedy,English,2014,R
21691349,Good Ol' Freda,86,documentary,English,2013,PG
24792,Fanny,133,drama,English,1961,NR
1206580,Fanny And Alexander,91,drama,English,1982,NR
1220057,Fantasia,120,musical,English,1940,G
21515711,The Fantastic Flying Books of Mr. Morris Lessmore,15,action/adventure,English,2011,NR
8904853,Fantastic Mr. Fox,87,comedy,English,2009,PG
15921,Fantastic Voyage,100,sci-fi,English,1966,PG
3807394,Far from Heaven,108,drama,English,2002,PG-13
22971507,Far From the Madding Crowd,0,drama,English,2014,NR
193475,Farewell My Concubine,154,drama,English,1993,R
1203970,"Farewell, My Lovely",97,mystery & suspense,English,1975,R
97122,A Farewell To Arms,90,drama,English,1932,NR
97122,A Farewell To Arms,90,drama,English,1932,NR
273,Fargo,98,crime drama,English,1996,R
18729538,Life of Juanita Castro,66,,English,1965,NR
4444405,The Farm: Life Inside Angola Prison,93,documentary,English,1998,NR
671,The Farmer's Daughter,96,comedy,English,1947,NR
8361,Fat City,100,drama,English,1972,PG
502477,Fatal Attraction,119,mystery & suspense,English,1987,R
1203979,Fate Is the Hunter,106,drama,English,1964,NR
3572113,"Liar, Liar: Between Father and Daughter",90,drama,English,1992,NR
314426,Father Goose,115,comedy,English,1964,NR
276441,Father of the Bride,92,comedy,English,1950,NR
109870,Fearless,122,drama,English,1993,R
22619105,How Strange to be Named Federico: Scola narrates,93,documentary,English,2013,NR
1223551,Fellini Satyricon,128,comedy-drama,English,1969,R
199173,Fellini's Casanova,158,drama,English,1976,R
324488,Raging Bull,129,drama,English,1980,R
22570247,Winter's Tale,129,drama,English,2014,PG-13
16819522,Eric Clapton's Crossroads Guitar Festival 2013,0,music,English,2013,NR
163939,A Few Good Men,138,drama,English,1992,R
18783905,A Few Notes on Our Food Problem,0,documentary,English,1968,NR
502438,Easy Rider,94,drama,English,1969,R
203806,Fiddler on the Roof,180,musical,English,1971,G
21942356,A Field in England,90,horror,English,2013,NR
511263,Field of Dreams,107,fantasy,English,1989,PG
369070,Fiesta,104,musical,English,1947,NR
97116,The Fifth Element,127,action/adventure,English,1997,PG-13
315520,55 Days at Peking,154,drama,English,1962,NR
21115971,Fifty Percent Grey,3,comedy,English,2001,NR
2466394,Fight Club,140,drama,English,1999,R
1206632,The Fight for Life,0,drama,English,1940,NR
18776588,Fight of the Wild Stallions,0,,English,1947,NR
18790687,The Fight: Science Against Cancer,21,,English,1950,NR
1203931,The Fighter,96,drama,English,1983,NR
18710319,Fighting for Our Lives,29,documentary,English,1990,NR
1203937,The Fighting Lady,61,documentary,English,1944,NR
245055,The Fighting Seabees,100,drama,English,1944,NR
19389884,Final Destination 5 3D,92,horror,English,2011,R
4002386,Finding Nemo,101,comedy,English,2003,G
4358033,Finding Neverland,106,drama,English,2004,PG
18713634,"Fine Food, Fine Pastries, Open 6 to 9",29,documentary,English,1989,NR
22160215,The Finest Hours,0,drama,English,2015,NR
239628,Finian's Rainbow,145,fantasy,English,1968,G
1206663,The Firemen's Ball,73,comedy,English,1967,NR
19709794,The Hunger Games: Catching Fire,146,action/adventure,English,2013,PG-13
132449,The Firm,154,drama,English,1993,R
5373,Star Trek: First Contact,120,sci-fi,English,1996,PG-13
19363473,Captain America: The First Avenger 3D,124,action/adventure,English,2011,PG-13
19146728,Un amour de jeunesse,110,comedy-drama,English,2011,NR
19146728,Un amour de jeunesse,110,comedy-drama,English,2011,NR
19363473,Captain America: The First Avenger 3D,124,action/adventure,English,2011,PG-13
1206669,First Steps,94,drama,English,1985,NR
20443605,First Winter,91,drama,English,2012,NR
467,The First Wives Club,105,comedy,English,1996,PG
259921,A Fish Called Wanda,108,comedy,English,1988,R
15425,Passion Fish,136,drama,English,1992,R
197272,The Fisher King,140,drama,English,1991,R
20126828,5 Broken Cameras,90,documentary,English,2011,NR
19709794,The Hunger Games: Catching Fire,146,action/adventure,English,2013,PG-13
43506,Five Easy Pieces,98,drama,English,1970,R
246273,Five Fingers,108,drama,English,1952,NR
1203410,Five Graves to Cairo,96,drama,English,1943,NR
21217565,Olympus Has Fallen,120,action/adventure,English,2013,R
479433,The Five Pennies,117,musical,English,1959,NR
1203414,Five Star Final,89,drama,English,1931,NR
264277,"The 5,000 Fingers of Dr. T.",90,drama,English,1953,NR
1207462,Devil Times Five,87,mystery & suspense,English,1974,R
56910,The Fixer,130,drama,English,1968,PG-13
6208923,Flags of Our Fathers,132,drama,English,2006,R
1207822,The Flame and the Arrow,88,action/adventure,English,1950,NR
1203276,Flame of Barbary Coast,91,action/adventure,English,1945,NR
1208369,The Flame of New Orleans,78,comedy,English,1941,NR
1208370,Flamenco at 5:15,30,documentary,English,1983,PG
261380,Flashdance,96,drama,English,1983,R
10600,Flat Top,83,drama,English,1952,NR
17473,Flatliners,115,mystery & suspense,English,1990,R
20602751,Flight,139,drama,English,2012,R
392022,Flight Command,116,drama,English,1940,NR
1203435,Flight for Freedom,101,drama,English,1943,NR
1208387,The Flight of the Eagle,141,action/adventure,English,1982,NR
18757982,The Flight of the Gossamer Condor,27,biography,English,1978,NR
255525,The Flight of the Phoenix,149,drama,English,1966,NR
324617,Flirtation Walk,95,musical,English,1934,NR
18721924,Free Floating,101,comedy,English,2006,NR
21297,Flower Drum Song,133,musical,English,1961,NR
1159117,Flowers and Trees,8,action/adventure,English,1932,NR
373964,The Fly,94,sci-fi,English,1958,NR
373964,The Fly,94,sci-fi,English,1958,NR
470,Fly Away Home,107,drama,English,1996,PG
367369,Flying Down to Rio,89,comedy-drama,English,1933,NR
245056,Flying Tigers,102,action/adventure,English,1942,NR
1213992,Flying with Music,71,musical,English,1942,NR
4054171,The Fog Of War,107,documentary,English,2003,PG-13
508282,Folies Bergere,83,musical,English,1935,NR
1207861,"Follow Me, Boys!",131,comedy,English,1966,G
11526859,"Food, Inc.",94,documentary,English,2008,NR
18771062,Antarctic Crossing,50,,English,1958,NR
18769974,Footloose,113,musical,English,2011,PG-13
19333164,Footnote,105,drama,English,2011,PG
10607,For All Mankind,90,documentary,English,1989,NR
1221123,Honeymoon Academy,94,comedy,English,1990,PG-13
21771131,August: Osage County,121,comedy-drama,English,2013,R
190971,For Love of Ivy,101,comedy,English,1968,G
83521,For Me and My Gal,104,musical,English,1942,NR
18727936,For Scent-Imental Reasons,0,other,English,1949,NR
15197460,For The Birds,5,other,English,2000,NR
493942,For the Boys,145,drama,English,1991,R
529833,For Whom the Bell Tolls,130,drama,English,1943,NR
1207975,For Your Eyes Only,127,action/adventure,English,1981,PG
1207723,Forbidden Games,86,drama,English,1952,NR
21973570,Le passé,130,drama,English,2013,PG-13
53916,Forbidden Planet,98,sci-fi,English,1956,G
18710634,Force In Readiness,0,documentary,English,1961,NR
1207731,A Foreign Affair,116,comedy,English,1948,NR
348636,Foreign Correspondent,120,mystery & suspense,English,1940,NR
18790840,Abraham Lincoln: Vampire Hunter,105,action/adventure,English,2012,R
8374,Forever Amber,140,drama,English,1947,NR
23076720,The Formula,90,comedy,English,2013,NR
3895,Forrest Gump,142,drama,English,1994,PG-13
22610889,Toad Road,76,horror,English,2012,NR
1214029,The Fortune Cookie,125,comedy,English,1965,NR
8170669,All the Boys Love Mandy Lane,93,horror,English,2006,R
126319,42nd Street,89,musical,English,1933,NR
36920,Foul Play,116,comedy-drama,English,1978,PG
52393,Four Daughters,90,drama,English,1938,NR
1207748,Four Days in November,122,documentary,English,1964,NR
364391,Four Days in September,107,drama,English,1998,R
1207751,The Four Days of Naples,116,drama,English,1962,NR
18769502,Four Devils,125,drama,English,1929,NR
292175,The Four Feathers,115,action/adventure,English,1939,NR
1208074,The 400 Blows,99,drama,English,1959,NR
1238291,4 Little Girls,102,documentary,English,1997,NR
1208078,The Four Musketeers,108,action/adventure,English,1974,PG
1207754,The Four Poster,103,comedy,English,1952,NR
18701598,Four Stones For Kanemitsu,28,documentary,English,1973,NR
1229320,Four Weddings and a Funeral,115,comedy,English,1993,R
168135,Fourteen Hours,92,drama,English,1951,NR
1208028,Fred Astaire Salutes the Fox Musicals,0,documentary,English,1974,NR
216871,The Foxes of Harrow,117,drama,English,1947,NR
20996628,Frances Ha,86,comedy-drama,English,2012,R
20996628,Frances Ha,86,comedy-drama,English,2012,R
18758931,Frank Film,9,biography,English,1973,NR
18693981,Frankenweenie,90,comedy,English,2012,PG
21158261,Franz Kafka's It's a Wonderful Life,25,comedy,English,1993,NR
443477,A Free Soul,91,drama,English,1931,NR
1233944,Freedom on My Mind,120,documentary,English,1994,NR
15395,The French Connection,104,crime drama,English,1971,R
1208035,The French Lieutenant's Woman,127,drama,English,1981,R
18692625,French Roast,9,comedy,English,2008,NR
200713,Frenchman's Creek,112,drama,English,1944,NR
21538316,Fresh Guacamole,1,comedy,English,2012,NR
260952,Freud,140,drama,English,1962,NR
3878160,Frida,118,drama,English,2002,R
1233511,Fried Green Tomatoes,130,drama,English,1990,PG-13
1208040,Friendly Enemies,95,comedy,English,1942,NR
231241,Friendly Persuasion,137,drama,English,1956,NR
21396421,Escape From Tomorrow,104,horror,English,2013,NR
18775814,"Frog, The Dog and the Devil",0,,English,1986,NR
8395,The Frogmen,100,drama,English,1951,NR
18728231,Flamenco from A to Z,101,documentary,English,2010,NR
22502305,Generation Iron,92,documentary,English,2013,PG-13
86409,From Here to Eternity,118,drama,English,1953,NR
21396421,Escape From Tomorrow,104,horror,English,2013,NR
52399,The Front,94,comedy-drama,English,1976,PG
21388836,Which Way Is the Front Line From Here?,78,documentary,English,2013,NR
12081,The Front Page,101,comedy-drama,English,1931,NR
8904904,Frost/Nixon,122,drama,English,2008,R
8147266,Frozen River,97,drama,English,2008,R
1228785,The Fugitive,128,action/adventure,English,1993,PG-13
31003,Full Metal Jacket,116,drama,English,1987,R
156908,The Full Monty,90,comedy,English,1997,R
472477,Funny Face,103,musical,English,1957,NR
19298,Funny Girl,145,comedy,English,1968,G
112176,Funny Lady,150,musical,English,1975,PG
1208259,A Funny Thing Happened on the Way to the Forum,99,comedy,English,1966,NR
270913,The Furies,109,drama,English,1950,NR
18783857,Further Adventures of Uncle Sam: Part Two,0,,English,1970,NR
20443519,Let Fury Have the Hour,90,documentary,English,2012,NR
1204471,GI Honeymoon,70,comedy,English,1945,NR
279717,'G' Men,85,crime drama,English,1935,NR
3196,Gaby: A True Story,110,biography,English,1987,R
18711726,Gadgets Galore,0,other,English,1955,NR
12787005,Fallen Idol: The Yuri Gagarin Conspiracy,84,documentary,English,2009,NR
1203107,"Gaily, Gaily",117,comedy,English,1969,R
20416363,Gambit,89,comedy,English,2012,PG-13
19963974,Ender's Game,114,sci-fi,English,2013,PG-13
2434,Gandhi,188,drama,English,1982,PG
1240046,Gang Boys,89,action/adventure,English,1994,NR
287464,The Gang's All Here,103,musical,English,1943,NR
3878162,Gangs of New York,160,drama,English,2002,R
9693129,The Garden,80,documentary,English,2008,NR
1201931,The Garden of Allah,85,drama,English,1936,NR
1201932,The Garden of Eden,78,comedy-drama,English,1928,NR
1224085,The Garden of the Finzi-Continis,95,drama,English,1970,R
4021308,Master and Commander: The Far Side of the World,139,action/adventure,English,2003,PG-13
21764545,Gasland Part II,125,documentary,English,2013,NR
52402,Gaslight,114,mystery & suspense,English,1944,NR
1228654,Gate of Hell,86,drama,English,1954,NR
20770394,The Gatekeepers,97,documentary,English,2012,PG-13
1203532,Gates of Paris,95,drama,English,1957,NR
10620,A Gathering of Eagles,115,drama,English,1963,NR
173710,Gattaca,112,sci-fi,English,1997,PG-13
142369,The Gay Deception,77,comedy,English,1935,NR
567,The Gay Divorcee,107,musical,English,1934,NR
1211815,A Parisian Romance,76,drama,English,1932,NR
390631,The Gazebo,102,comedy,English,1959,NR
1204443,General della Rovere,130,drama,English,1959,NR
60243,The General Died at Dawn,97,drama,English,1936,NR
1204388,General Spanky,73,comedy,English,1937,NR
18779509,Generation on the Wind,0,,English,1979,NR
1204311,Genevieve,86,comedy,English,1953,NR
2826062,Genghis Blues,88,documentary,English,1999,NR
1204447,Genocide,0,documentary,English,1981,PG
375335,Gentleman's Agreement,118,drama,English,1947,NR
21396380,Mother of George,106,drama,English,2013,R
21396380,Mother of George,106,drama,English,2013,R
86405,George Washington Slept Here,93,comedy,English,1942,NR
21409573,The Haunting in Connecticut 2: Ghosts of Georgia,100,horror,English,2013,R
492051,Georgy Girl,100,comedy,English,1966,NR
21060873,Gerald McBoing-Boing,8,comedy,English,1951,NR
21060873,Gerald McBoing-Boing,8,comedy,English,1951,NR
15201763,Geri's Game,5,comedy,English,1997,NR
1228995,Geronimo: An American Legend,115,western,English,1993,PG-13
